UserID,UserName,Age,Gender,Cluster,ClusterName,TotalCourses,TotalCategories,AvgSpending,TotalSpending,AvgRating,DiversityScore,LearningDepthIndex,PreferredCategory,PreferredLevel,EnrollmentFrequencyDays
U0174,Aditya Singh,42,Male,2,Deep Specialists,6,1,1827.36,10964.16,4.083333333333333,0.1,0.583,Design (UI/UX),Advanced,103.3
U0175,Suresh Verma,26,Male,1,Explorers (Multi-Category Learners),13,8,2165.8592307692306,28156.17,4.323076923076924,0.8,0.385,Digital Marketing,Beginner,79.4
U0176,Aarohi Nair,44,Male,0,Premium / Career-Focused Learners,2,2,6939.04,13878.08,4.25,0.2,0.25,Finance & Accounting,Beginner,16.5
U0177,Naveen Chopra,29,Male,0,Premium / Career-Focused Learners,5,5,5256.736,26283.68,4.38,0.5,0.4,Digital Marketing,Beginner,150.4
U0178,Priya Kapoor,35,Female,0,Premium / Career-Focused Learners,2,2,7440.915,14881.83,4.1,0.2,0.75,Design (UI/UX),Advanced,355.5
U0179,Ishaan Pillai,23,Female,1,Explorers (Multi-Category Learners),16,9,2224.41875,35590.7,4.2375,0.9,0.312,Design (UI/UX),Beginner,65.1
U0180,Ananya Rao,33,Female,1,Explorers (Multi-Category Learners),16,9,1172.439375,18759.03,4.2125,0.9,0.438,Data Science,Intermediate,53.5
U0181,Priya Sharma,36,Female,1,Explorers (Multi-Category Learners),13,8,1141.7076923076925,14842.2,4.146153846153846,0.8,0.462,Finance & Accounting,Beginner,70.4
U0182,Diya Patel,20,Female,2,Deep Specialists,4,1,1706.9299999999998,6827.719999999999,4.2,0.1,0.625,Business Analytics,Advanced,210.0
U0183,Kavya Rao,21,Female,0,Premium / Career-Focused Learners,3,3,5219.426666666667,15658.28,4.2,0.3,0.5,Mobile Development,Beginner,245.3
U0184,Reyansh Krishnan,39,Female,0,Premium / Career-Focused Learners,3,3,4293.443333333334,12880.33,4.133333333333334,0.3,0.333,Digital Marketing,Beginner,140.0
U0185,Aditya Das,23,Male,2,Deep Specialists,8,1,1849.7225,14797.78,3.975,0.1,0.312,AI & Machine Learning,Beginner,104.1
U0186,Myra Menon,29,Male,0,Premium / Career-Focused Learners,4,4,4038.9725,16155.89,4.25,0.4,0.25,Mobile Development,Beginner,158.0
U0187,Saanvi Krishnan,31,Male,0,Premium / Career-Focused Learners,4,3,4308.635,17234.54,4.05,0.3,0.375,Finance & Accounting,Beginner,145.0
U0188,Arjun Gupta,27,Male,1,Explorers (Multi-Category Learners),10,6,1999.8310000000001,19998.31,4.119999999999999,0.6,0.35,Cloud Computing,Beginner,82.2
U0189,Naveen Mishra,20,Male,0,Premium / Career-Focused Learners,4,3,4825.945,19303.78,4.25,0.3,0.625,Design (UI/UX),Intermediate,271.0
U0190,Meera Chopra,29,Male,1,Explorers (Multi-Category Learners),13,8,1874.9476923076923,24374.32,4.184615384615385,0.8,0.615,Digital Marketing,Advanced,83.0
U0191,Ayaan Gupta,23,Female,1,Explorers (Multi-Category Learners),9,6,2322.66,20903.94,4.177777777777778,0.6,0.389,Web Development,Beginner,104.1
U0192,Diya Bose,43,Female,2,Deep Specialists,8,1,1691.505,13532.04,4.225,0.1,0.375,Digital Marketing,Beginner,99.9
U0193,Reyansh Kapoor,35,Male,2,Deep Specialists,8,5,1457.9424999999999,11663.539999999999,4.3875,0.5,0.562,Data Science,Advanced,98.4
U0194,Sneha Kumar,38,Male,2,Deep Specialists,7,1,1123.9871428571428,7867.91,4.128571428571428,0.1,0.143,Web Development,Beginner,141.3
U0195,Rohan Subramanian,44,Male,2,Deep Specialists,8,1,1843.1825000000001,14745.460000000001,4.1375,0.1,0.25,Finance & Accounting,Beginner,131.9
U0196,Harini Mishra,18,Male,2,Deep Specialists,5,1,1917.116,9585.58,4.279999999999999,0.1,0.4,Cybersecurity,Beginner,131.2
U0197,Lakshmi Menon,26,Male,1,Explorers (Multi-Category Learners),18,8,1418.5366666666666,25533.66,4.300000000000001,0.8,0.472,Cloud Computing,Intermediate,58.1
U0198,Sneha Sharma,29,Female,2,Deep Specialists,6,1,1875.6866666666667,11254.12,4.4,0.1,0.583,Business Analytics,Intermediate,110.8
U0199,Manoj Chopra,41,Male,2,Deep Specialists,6,1,993.2800000000001,5959.68,4.133333333333334,0.1,0.167,Web Development,Beginner,156.0
U0200,Saanvi Kumar,37,Female,2,Deep Specialists,6,1,1821.4750000000001,10928.85,4.266666666666667,0.1,0.583,Cloud Computing,Intermediate,163.2
U0201,Sneha Iyer,22,Female,2,Deep Specialists,8,1,1766.5887500000001,14132.710000000001,4.225,0.1,0.375,Digital Marketing,Beginner,111.8
U0202,Karthik Kapoor,44,Male,1,Explorers (Multi-Category Learners),11,7,1425.7790909090909,15683.57,4.218181818181818,0.7,0.273,Finance & Accounting,Beginner,79.1
U0203,Rohan Nair,44,Female,2,Deep Specialists,8,1,2682.775,21462.2,4.25,0.1,0.25,Finance & Accounting,Beginner,106.6
U0204,Pihu Subramanian,28,Female,1,Explorers (Multi-Category Learners),13,7,1610.2184615384615,20932.84,4.361538461538462,0.7,0.462,Data Science,Beginner,57.2
U0205,Riya Chopra,28,Male,2,Deep Specialists,6,1,1044.9416666666666,6269.65,4.25,0.1,0.583,Design (UI/UX),Advanced,124.7
U0206,Krishna Menon,36,Male,0,Premium / Career-Focused Learners,5,4,4500.232,22501.16,4.279999999999999,0.4,0.4,Cloud Computing,Beginner,173.6
U0207,Priya Krishnan,27,Female,0,Premium / Career-Focused Learners,8,1,3403.48625,27227.89,4.25,0.1,0.25,Finance & Accounting,Beginner,117.5
U0208,Diya Kapoor,42,Female,2,Deep Specialists,6,1,2011.2283333333332,12067.369999999999,4.233333333333333,0.1,0.333,Finance & Accounting,Beginner,134.7
U0209,Lakshmi Singh,39,Female,0,Premium / Career-Focused Learners,5,5,5345.348,26726.739999999998,4.18,0.5,0.5,Cloud Computing,Intermediate,209.8
U0210,Aarav Singh,44,Female,0,Premium / Career-Focused Learners,4,4,6491.1675,25964.67,4.225,0.4,0.25,Mobile Development,Beginner,219.0
U0211,Riya Menon,41,Female,0,Premium / Career-Focused Learners,3,2,6564.923333333333,19694.77,4.2,0.2,0.833,Design (UI/UX),Advanced,159.0
U0212,Sneha Bose,23,Other,2,Deep Specialists,3,3,3220.763333333334,9662.29,4.1000000000000005,0.3,0.5,Mobile Development,Beginner,225.7
U0213,Neha Raman,17,Female,1,Explorers (Multi-Category Learners),12,5,1169.9058333333335,14038.87,3.983333333333333,0.5,0.417,Data Science,Beginner,84.3
U0214,Pooja Menon,17,Female,1,Explorers (Multi-Category Learners),10,8,2809.373,28093.73,4.32,0.8,0.35,Finance & Accounting,Beginner,93.5
U0215,Deepak Das,41,Female,2,Deep Specialists,7,1,1155.4771428571428,8088.34,4.057142857142857,0.1,0.286,AI & Machine Learning,Intermediate,140.6
U0216,Ananya Iyer,43,Male,1,Explorers (Multi-Category Learners),11,8,2538.4254545454546,27922.68,4.4818181818181815,0.8,0.5,Business Analytics,Intermediate,94.6
U0217,Riya Mishra,41,Female,2,Deep Specialists,6,1,1932.0033333333333,11592.02,4.316666666666666,0.1,0.167,Finance & Accounting,Beginner,142.8
U0218,Gokul Patel,36,Female,1,Explorers (Multi-Category Learners),8,8,1123.74,8989.92,4.2125,0.8,0.312,Design (UI/UX),Beginner,115.2
U0219,Saanvi Reddy,29,Male,2,Deep Specialists,8,1,1321.47625,10571.81,4.2124999999999995,0.1,0.625,Design (UI/UX),Advanced,122.0
U0220,Vihaan Verma,25,Female,2,Deep Specialists,5,1,1194.982,5974.91,4.24,0.1,0.8,Data Science,Advanced,123.8
U0221,Aarohi Das,19,Male,2,Deep Specialists,4,1,764.665,3058.66,4.225,0.1,0.75,Data Science,Advanced,172.2
U0222,Neha Subramanian,23,Female,2,Deep Specialists,7,1,1403.1785714285713,9822.25,4.128571428571428,0.1,0.643,Cloud Computing,Intermediate,118.1
U0223,Divya Das,22,Female,0,Premium / Career-Focused Learners,5,3,5594.6900000000005,27973.45,4.14,0.3,0.3,Cloud Computing,Beginner,204.8
U0224,Meera Pillai,24,Female,2,Deep Specialists,6,1,1664.9033333333334,9989.42,4.266666666666667,0.1,0.25,AI & Machine Learning,Beginner,164.5
U0225,Ishaan Sharma,43,Male,0,Premium / Career-Focused Learners,3,3,5802.81,17408.43,4.633333333333334,0.3,0.333,Cybersecurity,Intermediate,47.7
U0226,Myra Rao,25,Female,1,Explorers (Multi-Category Learners),17,9,1871.6664705882351,31818.329999999998,4.135294117647058,0.9,0.5,Cloud Computing,Beginner,45.6
U0227,Vivaan Chopra,21,Female,0,Premium / Career-Focused Learners,4,3,4519.7775,18079.11,4.45,0.3,0.25,Finance & Accounting,Beginner,46.0
U0228,Kiran Kapoor,17,Male,2,Deep Specialists,4,1,1058.385,4233.54,4.125,0.1,0.25,AI & Machine Learning,Intermediate,190.0
U0229,Rohan Raman,35,Male,1,Explorers (Multi-Category Learners),16,8,1912.523125,30600.37,4.075,0.8,0.469,Data Science,Beginner,66.7
U0230,Pooja Rao,26,Female,1,Explorers (Multi-Category Learners),13,8,2081.5492307692307,27060.14,4.3769230769230765,0.8,0.5,Cloud Computing,Intermediate,66.2
U0231,Arun Raman,28,Male,2,Deep Specialists,5,1,2538.63,12693.15,4.04,0.1,0.3,Mobile Development,Beginner,117.4
U0232,Anika Pillai,40,Male,1,Explorers (Multi-Category Learners),17,8,1785.2552941176468,30349.339999999997,4.052941176470589,0.8,0.618,Design (UI/UX),Advanced,52.5
U0233,Kavya Mishra,31,Female,1,Explorers (Multi-Category Learners),17,9,1686.4382352941175,28669.449999999997,4.188235294117647,0.9,0.676,Data Science,Advanced,61.2
U0234,Vikram Pillai,43,Male,2,Deep Specialists,6,1,1708.4916666666666,10250.949999999999,4.116666666666666,0.1,0.5,Cloud Computing,Beginner,153.8
U0235,Arjun Singh,38,Female,2,Deep Specialists,4,1,2175.37,8701.48,4.325,0.1,0.5,Cybersecurity,Intermediate,231.8
U0236,Karthik Patel,40,Male,2,Deep Specialists,5,1,1472.778,7363.89,4.12,0.1,0.3,Digital Marketing,Beginner,185.4
U0237,Sanjay Iyer,25,Female,2,Deep Specialists,3,3,3325.78,9977.34,4.166666666666667,0.3,0.333,Design (UI/UX),Beginner,175.0
U0238,Myra Krishnan,36,Male,2,Deep Specialists,5,1,3103.33,15516.65,4.2,0.1,0.1,Finance & Accounting,Beginner,105.4
U0239,Arjun Subramanian,33,Female,2,Deep Specialists,4,1,1296.9825,5187.93,4.075,0.1,0.625,Design (UI/UX),Advanced,72.8
U0240,Priya Patel,33,Male,1,Explorers (Multi-Category Learners),13,7,1709.27,22220.51,4.2846153846153845,0.7,0.423,Web Development,Beginner,82.2
U0241,Sanjay Raman,42,Female,0,Premium / Career-Focused Learners,4,1,2309.1875,9236.75,4.625,0.1,0.375,Business Analytics,Intermediate,252.0
U0242,Priya Verma,36,Male,1,Explorers (Multi-Category Learners),17,8,1553.0588235294117,26402.0,4.011764705882353,0.8,0.529,Design (UI/UX),Advanced,63.4
U0243,Aadhya Subramanian,28,Female,2,Deep Specialists,2,2,5002.965,10005.93,3.95,0.2,0.5,Design (UI/UX),Advanced,216.0
U0244,Divya Bose,23,Male,0,Premium / Career-Focused Learners,3,3,6950.88,20852.64,4.266666666666667,0.3,0.333,Design (UI/UX),Intermediate,226.3
U0245,Vihaan Bose,18,Other,2,Deep Specialists,5,1,1570.774,7853.869999999999,4.04,0.1,0.3,Mobile Development,Beginner,178.4
U0246,Aarav Kumar,19,Female,1,Explorers (Multi-Category Learners),8,6,1247.3425,9978.74,4.2,0.6,0.438,Digital Marketing,Intermediate,54.8
U0247,Priya Chopra,33,Male,0,Premium / Career-Focused Learners,3,2,3884.69,11654.07,4.533333333333334,0.2,0.167,Finance & Accounting,Beginner,101.7
U0248,Sanjay Kapoor,21,Female,0,Premium / Career-Focused Learners,5,4,3922.6279999999997,19613.14,4.36,0.4,0.5,Cloud Computing,Intermediate,177.8
U0249,Myra Das,33,Male,1,Explorers (Multi-Category Learners),9,6,2386.616666666667,21479.55,4.277777777777778,0.6,0.722,Data Science,Advanced,120.3
U0250,Myra Gupta,40,Male,1,Explorers (Multi-Category Learners),18,8,2269.507222222222,40851.13,4.061111111111111,0.8,0.5,Design (UI/UX),Beginner,57.2
U0251,Sneha Das,33,Male,2,Deep Specialists,2,2,3353.9849999999997,6707.969999999999,3.9000000000000004,0.2,0.5,AI & Machine Learning,Advanced,371.0
U0252,Vihaan Krishnan,43,Female,1,Explorers (Multi-Category Learners),10,6,1849.8760000000002,18498.760000000002,4.16,0.6,0.5,Design (UI/UX),Intermediate,79.7
U0253,Karthik Krishnan,33,Female,0,Premium / Career-Focused Learners,2,2,4917.63,9835.26,4.2,0.2,0.5,Finance & Accounting,Beginner,102.0
U0254,Krishna Kapoor,18,Male,2,Deep Specialists,5,1,2810.6279999999997,14053.14,4.5,0.1,0.8,Data Science,Advanced,45.2
U0255,Meera Bose,18,Female,1,Explorers (Multi-Category Learners),17,8,1785.1658823529413,30347.82,4.276470588235294,0.8,0.588,Data Science,Advanced,52.1
U0256,Lakshmi Sharma,44,Male,0,Premium / Career-Focused Learners,3,3,5504.360000000001,16513.08,4.3,0.3,0.5,Business Analytics,Intermediate,147.0
U0257,Sai Subramanian,38,Male,1,Explorers (Multi-Category Learners),16,8,2285.068125,36561.09,4.20625,0.8,0.344,Data Science,Beginner,61.6
U0258,Krishna Raman,39,Male,2,Deep Specialists,4,1,2846.3424999999997,11385.369999999999,4.1,0.1,0.75,Design (UI/UX),Intermediate,176.8
U0259,Diya Verma,21,Male,1,Explorers (Multi-Category Learners),8,7,1042.5,8340.0,4.075,0.7,0.5,Finance & Accounting,Beginner,103.8
U0260,Anika Krishnan,17,Male,1,Explorers (Multi-Category Learners),11,6,1674.8063636363636,18422.87,4.2727272727272725,0.6,0.318,Business Analytics,Beginner,90.9
U0261,Neha Patel,17,Female,2,Deep Specialists,7,1,644.3085714285714,4510.16,4.128571428571428,0.1,0.143,Web Development,Beginner,127.3
U0262,Kavya Subramanian,35,Male,2,Deep Specialists,7,1,2876.7442857142855,20137.21,4.014285714285714,0.1,0.571,Design (UI/UX),Advanced,122.9
U0263,Anika Iyer,18,Male,2,Deep Specialists,5,1,1229.0900000000001,6145.450000000001,4.279999999999999,0.1,0.4,Cybersecurity,Beginner,201.4
U0264,Arun Sharma,37,Male,2,Deep Specialists,2,2,3656.375,7312.75,3.75,0.2,0.75,Design (UI/UX),Intermediate,382.5
U0265,Naveen Pillai,28,Male,2,Deep Specialists,7,1,1259.812857142857,8818.689999999999,4.285714285714286,0.1,0.571,Data Science,Advanced,129.7
U0266,Vihaan Pillai,42,Female,1,Explorers (Multi-Category Learners),15,8,1278.9246666666666,19183.87,4.233333333333333,0.8,0.4,Business Analytics,Beginner,64.9
U0267,Saanvi Sharma,22,Male,1,Explorers (Multi-Category Learners),16,9,2003.358125,32053.73,4.075,0.9,0.5,Design (UI/UX),Intermediate,61.6
U0268,Gokul Reddy,39,Female,0,Premium / Career-Focused Learners,3,3,4724.913333333333,14174.74,4.233333333333333,0.3,0.667,Business Analytics,Intermediate,41.7
U0269,Aarohi Reddy,20,Other,0,Premium / Career-Focused Learners,4,4,6699.3025,26797.21,4.45,0.4,0.125,Finance & Accounting,Beginner,253.5
U0270,Arun Nair,39,Female,2,Deep Specialists,9,1,1959.7377777777776,17637.64,4.199999999999999,0.1,0.222,Finance & Accounting,Beginner,99.6
U0271,Neha Gupta,27,Female,1,Explorers (Multi-Category Learners),14,9,1647.8714285714286,23070.2,4.121428571428572,0.9,0.429,Finance & Accounting,Beginner,53.9
U0272,Suresh Rao,40,Male,1,Explorers (Multi-Category Learners),12,9,1596.37,19156.44,4.283333333333333,0.9,0.333,AI & Machine Learning,Beginner,83.7
U0273,Harini Kapoor,43,Female,2,Deep Specialists,6,1,2383.056666666667,14298.34,4.283333333333333,0.1,0.25,Finance & Accounting,Beginner,170.0
U0274,Ayaan Rao,33,Female,0,Premium / Career-Focused Learners,3,3,5175.946666666667,15527.84,4.3,0.3,0.5,Design (UI/UX),Advanced,174.0
U0275,Swathi Sharma,22,Female,2,Deep Specialists,4,1,1940.5774999999999,7762.3099999999995,4.0,0.1,0.375,Mobile Development,Beginner,159.2
U0276,Pihu Bose,40,Male,0,Premium / Career-Focused Learners,5,5,5520.966,27604.83,4.220000000000001,0.5,0.4,Cloud Computing,Beginner,150.8
U0277,Divya Krishnan,21,Male,0,Premium / Career-Focused Learners,5,4,4630.852000000001,23154.260000000002,4.32,0.4,0.4,Cloud Computing,Beginner,157.6
U0278,Swathi Pillai,36,Male,1,Explorers (Multi-Category Learners),17,8,1662.9958823529412,28270.93,4.205882352941177,0.8,0.588,Mobile Development,Advanced,62.1
U0279,Reyansh Singh,18,Female,2,Deep Specialists,8,1,1269.1425,10153.14,4.225,0.1,0.375,Digital Marketing,Beginner,133.4
U0280,Harini Nair,22,Female,1,Explorers (Multi-Category Learners),14,9,1582.6842857142858,22157.58,4.2,0.9,0.286,Cloud Computing,Beginner,65.3
U0281,Lakshmi Verma,38,Female,1,Explorers (Multi-Category Learners),14,7,1680.82,23531.48,4.078571428571428,0.7,0.393,Data Science,Beginner,75.6
U0282,Priya Das,27,Male,0,Premium / Career-Focused Learners,5,4,5220.128,26100.64,4.180000000000001,0.4,0.8,Design (UI/UX),Advanced,130.8
U0283,Ishaan Subramanian,32,Female,2,Deep Specialists,9,1,1887.0266666666664,16983.239999999998,4.199999999999999,0.1,0.611,Cloud Computing,Advanced,69.1
U0284,Diya Mishra,32,Male,2,Deep Specialists,9,1,1901.841111111111,17116.57,4.199999999999999,0.1,0.222,Finance & Accounting,Beginner,83.0
U0285,Kavya Kapoor,17,Male,1,Explorers (Multi-Category Learners),18,8,2320.0844444444447,41761.520000000004,4.188888888888889,0.8,0.333,Data Science,Beginner,57.3
U0286,Sanjay Das,25,Male,1,Explorers (Multi-Category Learners),14,6,1320.8178571428573,18491.45,4.2785714285714285,0.6,0.286,Web Development,Beginner,74.7
U0287,Swathi Gupta,44,Female,1,Explorers (Multi-Category Learners),17,10,1330.0829411764705,22611.41,4.047058823529412,1.0,0.412,AI & Machine Learning,Intermediate,62.1
U0288,Rohan Pillai,43,Male,1,Explorers (Multi-Category Learners),12,8,2372.6516666666666,28471.82,4.258333333333334,0.8,0.5,Finance & Accounting,Beginner,85.8
U0289,Sai Gupta,22,Female,2,Deep Specialists,8,1,1285.075,10280.6,4.075,0.1,0.625,Cloud Computing,Intermediate,128.4
U0290,Pooja Pillai,32,Female,1,Explorers (Multi-Category Learners),10,8,2043.4350000000002,20434.350000000002,4.11,0.8,0.45,Digital Marketing,Beginner,90.3
U0291,Neha Bose,19,Male,2,Deep Specialists,5,1,1557.36,7786.799999999999,4.04,0.1,0.3,Mobile Development,Beginner,98.4
U0292,Gokul Krishnan,36,Female,1,Explorers (Multi-Category Learners),17,9,1527.73,25971.41,4.205882352941177,0.9,0.353,Finance & Accounting,Beginner,61.1
U0293,Vikram Patel,44,Male,1,Explorers (Multi-Category Learners),12,7,1267.8341666666665,15214.009999999998,4.233333333333333,0.7,0.417,AI & Machine Learning,Beginner,72.2
U0294,Diya Das,43,Male,1,Explorers (Multi-Category Learners),15,9,1268.1719999999998,19022.579999999998,4.213333333333333,0.9,0.367,Web Development,Beginner,66.3
U0295,Aadhya Kumar,20,Male,2,Deep Specialists,8,1,1103.91625,8831.33,4.25,0.1,0.562,Data Science,Advanced,115.2
U0296,Anika Patel,35,Male,2,Deep Specialists,4,1,2351.7825000000003,9407.130000000001,4.25,0.1,0.5,Design (UI/UX),Intermediate,148.0
U0297,Kavya Chopra,42,Female,2,Deep Specialists,7,1,1417.422857142857,9921.96,4.114285714285714,0.1,0.286,Digital Marketing,Beginner,144.3
U0298,Aarav Mishra,19,Male,2,Deep Specialists,5,1,860.848,4304.24,4.12,0.1,0.5,Cloud Computing,Advanced,138.0
U0299,Aarohi Subramanian,35,Female,2,Deep Specialists,4,1,1174.8700000000001,4699.4800000000005,4.175,0.1,0.75,Design (UI/UX),Advanced,261.0
U0300,Vikram Chopra,36,Female,1,Explorers (Multi-Category Learners),9,5,1591.7511111111112,14325.76,4.077777777777778,0.5,0.333,Data Science,Intermediate,83.7
U0301,Vikram Raman,23,Female,1,Explorers (Multi-Category Learners),11,7,919.27,10111.97,4.345454545454545,0.7,0.455,Design (UI/UX),Beginner,58.6
U0302,Riya Pillai,36,Female,0,Premium / Career-Focused Learners,3,3,4309.366666666666,12928.099999999999,4.5,0.3,0.5,Finance & Accounting,Beginner,82.7
U0303,Suresh Das,25,Female,2,Deep Specialists,5,1,1565.968,7829.84,4.279999999999999,0.1,0.8,Cloud Computing,Advanced,143.8
U0304,Kiran Mishra,17,Male,1,Explorers (Multi-Category Learners),11,7,1014.5727272727272,11160.3,4.127272727272727,0.7,0.455,Cloud Computing,Intermediate,86.3
U0305,Kiran Patel,24,Male,0,Premium / Career-Focused Learners,4,3,5294.415,21177.66,4.25,0.3,0.625,Digital Marketing,Advanced,204.5
U0306,Naveen Raman,23,Female,0,Premium / Career-Focused Learners,2,1,6562.51,13125.02,4.45,0.1,0.0,Finance & Accounting,Beginner,175.0
U0307,Ayaan Menon,34,Female,1,Explorers (Multi-Category Learners),8,6,2017.87,16142.96,4.0875,0.6,0.438,Data Science,Beginner,89.8
U0308,Sanjay Rao,24,Male,2,Deep Specialists,6,1,2356.6133333333332,14139.68,3.966666666666667,0.1,0.333,AI & Machine Learning,Beginner,129.7
U0309,Saanvi Menon,17,Male,2,Deep Specialists,4,1,307.265,1229.06,3.975,0.1,0.875,Cloud Computing,Advanced,53.0
U0310,Arun Gupta,27,Male,2,Deep Specialists,7,1,1176.5928571428574,8236.150000000001,4.285714285714286,0.1,0.643,Data Science,Advanced,114.7
U0311,Swathi Mishra,44,Female,1,Explorers (Multi-Category Learners),18,9,941.8494444444445,16953.29,4.205555555555556,0.9,0.361,Business Analytics,Beginner,49.9
U0312,Harini Singh,41,Male,1,Explorers (Multi-Category Learners),17,9,2112.1635294117646,35906.78,4.235294117647059,0.9,0.529,Digital Marketing,Intermediate,59.9
U0313,Reyansh Menon,41,Male,2,Deep Specialists,5,1,1756.818,8784.09,4.04,0.1,0.3,Mobile Development,Beginner,130.0
U0314,Pihu Sharma,34,Male,2,Deep Specialists,7,1,2603.7657142857142,18226.36,4.385714285714285,0.1,0.643,Cloud Computing,Intermediate,130.9
U0315,Kavya Verma,39,Male,0,Premium / Career-Focused Learners,4,4,4041.8725,16167.49,4.175000000000001,0.4,0.5,Cloud Computing,Intermediate,225.8
U0316,Riya Reddy,26,Female,2,Deep Specialists,5,1,2607.8540000000003,13039.27,4.18,0.1,0.6,Design (UI/UX),Advanced,125.2
U0317,Vikram Nair,19,Male,1,Explorers (Multi-Category Learners),19,7,2333.1136842105266,44329.16,4.173684210526315,0.7,0.474,Finance & Accounting,Beginner,53.7
U0318,Aarav Bose,23,Female,2,Deep Specialists,5,1,2299.554,11497.77,4.04,0.1,0.3,Mobile Development,Beginner,91.8
U0319,Riya Das,44,Male,1,Explorers (Multi-Category Learners),19,9,2091.688947368421,39742.09,4.2894736842105265,0.9,0.605,Finance & Accounting,Advanced,57.6
U0320,Karthik Rao,32,Female,2,Deep Specialists,6,1,1568.9833333333333,9413.9,4.366666666666667,0.1,0.583,Business Analytics,Intermediate,159.8
U0321,Vivaan Gupta,42,Male,2,Deep Specialists,4,1,857.51,3430.04,4.3,0.1,0.125,Web Development,Beginner,207.2
U0322,Ishaan Reddy,32,Male,1,Explorers (Multi-Category Learners),17,9,1220.365294117647,20746.21,4.070588235294117,0.9,0.324,AI & Machine Learning,Beginner,54.5
U0323,Ayaan Chopra,41,Female,2,Deep Specialists,5,1,577.74,2888.7,4.16,0.1,0.7,Cloud Computing,Intermediate,90.6
U0324,Myra Mishra,36,Other,1,Explorers (Multi-Category Learners),10,8,2014.1290000000001,20141.29,4.26,0.8,0.5,Design (UI/UX),Intermediate,96.8
U0325,Divya Raman,44,Female,2,Deep Specialists,8,5,2230.255,17842.04,4.2375,0.5,0.312,Finance & Accounting,Beginner,131.2
U0326,Pooja Singh,33,Female,1,Explorers (Multi-Category Learners),15,8,1619.8586666666667,24297.88,4.213333333333333,0.8,0.367,Data Science,Intermediate,66.9
U0327,Gokul Verma,18,Female,1,Explorers (Multi-Category Learners),19,8,1397.8284210526315,26558.739999999998,4.221052631578948,0.8,0.342,Finance & Accounting,Beginner,49.3
U0328,Gokul Nair,17,Male,0,Premium / Career-Focused Learners,3,3,4721.55,14164.65,4.0,0.3,0.333,Digital Marketing,Beginner,291.7
U0329,Aadhya Menon,32,Other,2,Deep Specialists,6,1,1949.0366666666666,11694.22,4.25,0.1,0.417,Digital Marketing,Beginner,107.3
U0330,Ananya Pillai,28,Male,1,Explorers (Multi-Category Learners),17,8,1322.1035294117646,22475.76,4.147058823529412,0.8,0.324,Data Science,Beginner,60.9
U0331,Diya Chopra,21,Female,2,Deep Specialists,5,1,3145.466,15727.33,4.18,0.1,0.4,Cloud Computing,Beginner,158.4
U0332,Arjun Rao,21,Female,1,Explorers (Multi-Category Learners),13,8,1073.67,13957.710000000001,4.161538461538462,0.8,0.423,Finance & Accounting,Beginner,69.3
U0333,Aarav Subramanian,43,Female,0,Premium / Career-Focused Learners,4,4,6168.505,24674.02,4.45,0.4,0.75,Business Analytics,Intermediate,195.0
U0334,Pooja Kapoor,39,Female,2,Deep Specialists,5,1,2088.112,10440.56,4.1,0.1,0.2,AI & Machine Learning,Beginner,171.0
U0335,Arun Singh,25,Male,0,Premium / Career-Focused Learners,4,4,3880.795,15523.18,4.45,0.4,0.375,Finance & Accounting,Beginner,124.5
U0336,Riya Singh,25,Female,1,Explorers (Multi-Category Learners),13,6,942.8176923076923,12256.63,4.053846153846154,0.6,0.231,Web Development,Beginner,71.0
U0337,Neha Iyer,19,Male,2,Deep Specialists,9,1,1148.0233333333333,10332.21,4.155555555555555,0.1,0.667,Design (UI/UX),Advanced,120.7
U0338,Swathi Menon,35,Female,2,Deep Specialists,8,1,993.0425,7944.34,4.15,0.1,0.688,Data Science,Advanced,94.4
U0339,Sneha Nair,32,Female,0,Premium / Career-Focused Learners,4,4,4546.2075,18184.83,4.275,0.4,0.375,Finance & Accounting,Intermediate,189.5
U0340,Ishaan Gupta,32,Male,1,Explorers (Multi-Category Learners),13,7,1533.3330769230768,19933.329999999998,4.069230769230769,0.7,0.385,Data Science,Beginner,77.5
U0341,Ishaan Iyer,19,Female,1,Explorers (Multi-Category Learners),10,6,2195.9280000000003,21959.280000000002,4.029999999999999,0.6,0.5,Finance & Accounting,Beginner,101.1
U0342,Pihu Kapoor,36,Female,0,Premium / Career-Focused Learners,5,4,6214.116,31070.58,4.46,0.4,0.1,Finance & Accounting,Beginner,144.8
U0343,Pooja Nair,40,Female,2,Deep Specialists,5,1,2611.246,13056.23,4.14,0.1,0.5,AI & Machine Learning,Intermediate,176.4
U0344,Meera Gupta,38,Female,1,Explorers (Multi-Category Learners),18,8,1872.3527777777776,33702.35,4.138888888888889,0.8,0.444,Design (UI/UX),Beginner,55.8
U0345,Deepak Chopra,40,Male,1,Explorers (Multi-Category Learners),11,7,1834.0327272727272,20174.36,4.2727272727272725,0.7,0.455,Data Science,Intermediate,78.5
U0346,Sai Kapoor,17,Male,0,Premium / Career-Focused Learners,3,3,5041.796666666666,15125.39,4.133333333333334,0.3,0.167,Mobile Development,Beginner,114.0
U0347,Aditya Subramanian,40,Female,1,Explorers (Multi-Category Learners),10,6,1206.465,12064.65,4.42,0.6,0.45,Data Science,Intermediate,77.0
U0348,Rohan Kapoor,36,Male,2,Deep Specialists,8,1,2378.50375,19028.03,4.1875,0.1,0.75,Design (UI/UX),Advanced,61.0
